nameFirst,nameLast,nameFull,yearID,setID,cardNo,team,control,PU,SO,GB,FB,BB,1B,2B,HR,points,IP,hand,Pos
Bartolo,Colon,"Bartolo Colon",2004,TD,99,Angels,4,2,4,5,6,1,2,21,23,470,7,R,Starter
Javier,Vazquez,"Javier Vazquez",2004,TD,102,Yankees,5,3,6,5,2,1,2,1,24,500,7,R,Starter
Esteban,Loaiza,"Esteban Loaiza",2004,TD,103,"White Sox",5,2,7,6,2,1,2,22,25,590,8,R,Starter
Tom,Glavine,"Tom Glavine",2004,TD,110,Braves,4,1,4,7,5,1,1,1,25,420,7,L,Starter
Mike,Mussina,"Mike Mussina",2004,TD,112,Orioles,5,2,5,7,3,1,2,22,24,630,7,R,Starter
Greg,Maddux,"Greg Maddux",2004,TD,114,Braves,6,2,5,8,2,0,2,1,24,670,7,R,Starter
Roger,Clemens,"Roger Clemens",2004,TD,115,"Blue Jays",5,2,6,7,2,1,2,23,26,700,8,R,Starter
Rollie,Fingers,"Rollie Fingers",2004,TD,116,Brewers,5,2,8,4,2,2,2,21,27,330,2,R,Reliever
Bob,Gibson,"Bob Gibson",2004,TD,122,Cardinals,5,2,8,4,2,3,1,23,29,610,9,R,Starter
Warren,Spahn,"Warren Spahn",2004,TD,124,Braves,6,3,6,6,2,1,2,21,23,650,9,L,Starter
Scot,Shields,"Scot Shields",2005,BS,1,Angels,4,1,5,7,3,1,2,1,27,240,2,R,Reliever
Kevin,Gregg,"Kevin Gregg",2005,BS,6,Angels,3,2,5,6,3,1,2,1,26,130,2,R,Reliever
Jason,Johnson,"Jason Johnson",2005,BS,7,Tigers,2,3,3,8,2,1,2,1,25,90,6,R,Starter
Troy,Percival,"Troy Percival",2005,BS,10,Angels,4,4,4,5,3,1,3,22,24,190,1,R,Closer
Francisco,Rodriguez,"Francisco Rodriguez",2005,BS,11,Angels,5,2,8,5,2,1,2,24,28,250,1,R,Closer
Edwin,Jackson,"Edwin Jackson",2005,BS,12,Dodgers,1,3,4,6,2,1,2,2,21,10,5,R,Starter
Juan,Rincon,"Juan Rincon",2005,BS,15,Twins,5,3,7,5,2,1,2,23,26,250,1,R,Reliever
Randy,Johnson,"Randy Johnson",2005,BS,18,Diamondbacks,6,2,7,4,3,1,3,21,26,600,8,L,Starter
Mike,Koplove,"Mike Koplove",2005,BS,19,Diamondbacks,2,3,4,8,2,1,2,23,26,120,1,R,Reliever
Brandon,Webb,"Brandon Webb",2005,BS,21,Diamondbacks,2,0,4,9,2,2,2,1,26,200,6,R,Starter
Antonio,Alfonseca,"Antonio Alfonseca",2005,BS,22,Braves,3,2,3,9,2,2,2,23,26,160,1,R,Reliever
John,Smoltz,"John Smoltz",2005,BS,31,Braves,5,3,6,6,2,1,2,23,25,220,1,R,Closer
John,Thomson,"John Thomson",2005,BS,32,Braves,3,2,4,7,3,1,2,1,25,290,6,R,Starter
Jaret,Wright,"Jaret Wright",2005,BS,33,Braves,4,1,5,6,4,1,2,1,27,420,6,R,Starter
Buddy,Groom,"Buddy Groom",2005,BS,34,Orioles,1,1,3,7,4,1,3,1,25,20,1,L,Reliever
Jorge,Julio,"Jorge Julio",2005,BS,36,Orioles,2,2,5,5,4,2,2,22,24,130,1,R,Closer
Rodrigo,Lopez,"Rodrigo Lopez",2005,BS,37,Orioles,4,3,4,7,3,1,2,22,24,420,5,R,Starter
B.J.,Ryan,"B.J. Ryan",2005,BS,41,Orioles,5,1,8,5,3,1,2,24,27,240,1,L,Reliever
Alan,Embree,"Alan Embree",2005,BS,46,"Red Sox",5,2,4,5,5,1,2,1,24,190,1,L,Reliever
Keith,Foulke,"Keith Foulke",2005,BS,47,"Red Sox",5,1,5,4,6,1,2,1,25,240,1,R,Closer
Pedro,Martinez,"Pedro Martinez",2005,BS,49,"Red Sox",4,1,6,4,5,1,2,1,24,390,7,R,Starter
Curt,Schilling,"Curt Schilling",2005,BS,54,"Red Sox",5,2,4,6,4,1,2,1,25,480,7,R,Starter
Mike,Timlin,"Mike Timlin",2005,BS,55,"Red Sox",4,3,3,8,2,1,2,1,25,150,1,R,Reliever
Matt,Clement,"Matt Clement",2005,BS,59,Cubs,3,1,6,7,3,1,2,22,24,370,6,R,Starter
Kyle,Farnsworth,"Kyle Farnsworth",2005,BS,60,Cubs,2,2,7,5,3,1,2,22,24,100,1,R,Reliever
LaTroy,Hawkins,"LaTroy Hawkins",2005,BS,62,Cubs,5,3,5,6,3,1,2,22,24,220,1,R,Closer
Greg,Maddux,"Greg Maddux",2005,BS,65,Cubs,4,2,4,8,3,1,2,22,23,380,6,R,Starter
Kent,Mercker,"Kent Mercker",2005,BS,66,Cubs,4,4,5,5,2,2,2,23,26,170,1,L,Reliever
Kerry,Wood,"Kerry Wood",2005,BS,69,Cubs,3,2,7,5,5,0,1,21,27,600,6,R,Starter
Mark,Buehrle,"Mark Buehrle",2005,BS,70,"White Sox",3,3,4,7,2,1,2,1,24,260,8,L,Starter
Freddy,Garcia,"Freddy Garcia",2005,BS,72,"White Sox",4,2,5,6,3,1,2,1,25,380,7,R,Starter
Damaso,Marte,"Damaso Marte",2005,BS,75,"White Sox",4,4,5,5,2,2,2,22,24,190,1,L,Reliever
Shingo,Takatsu,"Shingo Takatsu",2005,BS,77,"White Sox",5,2,4,6,5,1,2,23,25,240,1,R,Closer
Aaron,Harang,"Aaron Harang",2005,BS,84,Reds,2,2,4,6,4,1,2,1,24,100,6,R,Starter
Phil,Norton,"Phil Norton",2005,BS,89,Reds,1,1,3,8,3,2,2,1,26,30,1,L,Reliever
John,Riedling,"John Riedling",2005,BS,90,Reds,1,2,3,8,3,1,2,1,25,30,1,R,Reliever
Paul,Wilson,"Paul Wilson",2005,BS,91,Reds,2,1,3,7,5,1,2,1,24,150,6,R,Starter
Cliff,Lee,"Cliff Lee",2005,BS,98,Indians,2,1,5,5,5,1,2,1,24,110,5,L,Starter
David,Riske,"David Riske",2005,BS,100,Indians,2,3,5,5,3,1,1,2,24,100,1,R,Reliever
C.C.,Sabathia,"C.C. Sabathia",2005,BS,101,Indians,3,2,1,9,6,1,1,24,27,490,7,L,Starter
Jake,Westbrook,"Jake Westbrook",2005,BS,103,Indians,4,1,3,9,3,1,2,1,25,380,7,R,Starter
Shawn,Chacon,"Shawn Chacon",2005,BS,106,Rockies,1,2,4,4,4,2,2,2,23,10,1,R,Closer
Jason,Jennings,"Jason Jennings",2005,BS,109,Rockies,1,2,4,7,3,1,2,1,24,10,6,R,Starter
Steve,Reed,"Steve Reed",2005,BS,112,Rockies,2,3,3,7,3,1,2,1,25,90,1,R,Reliever
Mike,Maroth,"Mike Maroth",2005,BS,116,Tigers,2,0,3,8,5,1,2,1,25,160,7,L,Starter
Nate,Robertson,"Nate Robertson",2005,BS,119,Tigers,3,2,4,7,2,2,2,1,24,230,6,L,Starter
Ugueth,Urbina,"Ugueth Urbina",2005,BS,122,Tigers,3,4,6,4,3,2,1,22,24,170,1,R,Closer
Esteban,Yan,"Esteban Yan",2005,BS,124,Tigers,2,0,4,7,4,1,3,1,26,60,1,R,Reliever
Josh,Beckett,"Josh Beckett",2005,BS,126,Marlins,4,1,5,6,4,1,2,1,25,390,6,R,Starter
Armando,Benitez,"Armando Benitez",2005,BS,127,Marlins,6,3,5,4,5,2,1,23,25,310,1,R,Closer
Carl,Pavano,"Carl Pavano",2005,BS,133,Marlins,4,3,3,8,2,1,2,1,26,400,7,R,Starter
Matt,Perisho,"Matt Perisho",2005,BS,134,Marlins,2,1,5,5,5,2,1,1,24,80,1,L,Reliever
Tim,Spooneybarger,"Tim Spooneybarger",2005,BS,136,Marlins,6,0,4,10,3,1,2,24,28,310,1,R,Reliever
Dontrelle,Willis,"Dontrelle Willis",2005,BS,137,Marlins,2,3,4,7,2,1,2,1,25,190,6,L,Starter
Roger,Clemens,"Roger Clemens",2005,BS,143,Astros,5,2,5,6,3,1,2,1,26,520,6,R,Starter
Mike,Gallo,"Mike Gallo",2005,BS,146,Astros,1,1,4,7,3,1,2,2,22,10,1,L,Reliever
Brad,Lidge,"Brad Lidge",2005,BS,149,Astros,5,2,10,3,3,1,1,23,25,250,1,R,Closer
Dan,Miceli,"Dan Miceli",2005,BS,150,Astros,4,2,6,5,3,2,2,22,24,180,1,R,Reliever
Wade,Miller,"Wade Miller",2005,BS,151,Astros,3,1,5,5,5,1,2,1,24,300,6,R,Starter
Roy,Oswalt,"Roy Oswalt",2005,BS,152,Astros,4,2,5,6,4,1,2,21,26,490,8,R,Starter
Shawn,Camp,"Shawn Camp",2005,BS,154,Royals,2,1,4,8,3,1,2,1,24,80,2,R,Reliever
Darrell,May,"Darrell May",2005,BS,157,Royals,1,4,4,5,2,1,2,2,23,10,6,L,Starter
Scott,Sullivan,"Scott Sullivan",2005,BS,161,Royals,1,2,4,5,5,1,2,1,24,20,1,R,Reliever
Wilson,Alvarez,"Wilson Alvarez",2005,BS,163,Dodgers,4,4,5,5,2,1,3,23,25,290,5,L,Starter
Eric,Gagne,"Eric Gagne",2005,BS,167,Dodgers,6,1,8,5,3,1,2,23,26,310,1,R,Closer
Kazuhisa,Ishii,"Kazuhisa Ishii",2005,BS,169,Dodgers,2,1,3,5,6,2,2,1,25,150,6,L,Starter
Jose,Lima,"Jose Lima",2005,BS,171,Dodgers,4,2,5,6,4,1,2,21,25,430,7,R,Starter
Jeff,Weaver,"Jeff Weaver",2005,BS,172,Dodgers,3,2,4,6,4,1,2,1,26,280,6,R,Starter
Jeff,Bennett,"Jeff Bennett",2005,BS,173,Brewers,2,1,3,7,5,1,2,1,24,60,1,R,Reliever
Doug,Davis,"Doug Davis",2005,BS,177,Brewers,3,1,4,7,4,1,2,1,26,320,6,L,Starter
Brooks,Kieschnick,"Brooks Kieschnick",2005,BS,180,Brewers,3,1,4,7,4,1,2,1,24,110,1,R,Reliever
Dan,Kolb,"Dan Kolb",2005,BS,181,Brewers,5,2,2,11,1,1,3,24,27,230,1,R,Closer
Victor,Santos,"Victor Santos",2005,BS,185,Brewers,2,1,4,6,5,1,2,1,25,140,5,R,Starter
Scott,Linebrink,"Scott Linebrink",2005,BS,193,Padres,5,2,6,4,4,1,2,1,25,210,1,R,Reliever
Brad,Radke,"Brad Radke",2005,BS,194,Twins,4,2,4,7,4,0,2,1,25,410,6,R,Starter
Johan,Santana,"Johan Santana",2005,BS,195,Twins,6,2,6,5,4,1,2,22,24,640,7,L,Starter
Ben,Sheets,"Ben Sheets",2005,BS,196,Brewers,5,2,6,6,3,0,2,1,25,510,7,R,Starter
Danny,Graves,"Danny Graves",2005,BS,199,Reds,4,2,3,9,2,1,2,1,24,210,1,R,Closer
Runelvys,Hernandez,"Runelvys Hernandez",2005,BS,200,Royals,3,4,3,7,2,1,2,1,25,270,6,R,Starter
Scot,Shields,"Scot Shields",2005,BS,203,Angels,4,1,5,7,3,1,2,1,27,210,2,R,Reliever
Ricky,Bottalico,"Ricky Bottalico",2005,BS,206,Mets,3,3,5,5,3,1,2,1,27,150,1,R,Reliever
Tom,Glavine,"Tom Glavine",2005,BS,209,Mets,4,2,3,8,3,1,2,1,25,390,6,L,Starter
Al,Leiter,"Al Leiter",2005,BS,211,Mets,3,3,4,6,2,2,2,1,25,300,6,L,Starter
Braden,Looper,"Braden Looper",2005,BS,212,Mets,4,2,4,9,1,1,3,24,27,180,1,R,Closer
Kevin,Brown,"Kevin Brown",2005,BS,218,Yankees,4,2,3,7,4,2,2,21,25,320,6,R,Starter
Tom,Gordon,"Tom Gordon",2005,BS,220,Yankees,6,3,6,6,2,1,1,1,26,300,1,R,Reliever
Paul,Quantrill,"Paul Quantrill",2005,BS,224,Yankees,2,1,2,8,4,1,3,1,27,60,1,R,Reliever
Mariano,Rivera,"Mariano Rivera",2005,BS,225,Yankees,5,1,5,8,2,1,3,24,27,240,1,R,Closer
Javier,Vazquez,"Javier Vazquez",2005,BS,228,Yankees,3,1,4,5,6,1,3,21,23,320,6,R,Starter
Mark,Mulder,"Mark Mulder",2005,BS,238,Athletics,4,1,4,9,3,1,1,1,25,400,7,L,Starter
Ricardo,Rincon,"Ricardo Rincon",2005,BS,239,Athletics,2,2,5,6,4,1,2,24,27,120,1,L,Reliever
Barry,Zito,"Barry Zito",2005,BS,241,Athletics,2,3,4,5,4,1,2,1,24,160,6,L,Starter
Rheal,Cormier,"Rheal Cormier",2005,BS,245,Phillies,4,2,3,8,2,2,2,1,25,160,1,L,Reliever
Eric,Milton,"Eric Milton",2005,BS,248,Phillies,4,3,3,8,2,1,2,1,24,380,7,L,Starter
Vicente,Padilla,"Vicente Padilla",2005,BS,249,Phillies,3,3,4,7,3,0,2,1,24,230,6,R,Starter
Lance,Carter,"Lance Carter",2005,BS,251,"Devil Rays",4,4,2,5,5,1,2,1,24,150,1,R,Reliever
Billy,Wagner,"Billy Wagner",2005,BS,255,Phillies,6,2,7,6,3,0,2,22,24,310,1,L,Closer
Randy,Wolf,"Randy Wolf",2005,BS,256,Phillies,3,3,3,6,4,1,2,1,24,230,6,L,Starter
Jose,Mesa,"Jose Mesa",2005,BS,261,Pirates,2,4,3,7,2,1,2,1,26,80,1,R,Closer
Oliver,Perez,"Oliver Perez",2005,BS,262,Pirates,4,4,7,4,2,1,1,1,24,420,7,L,Starter
Salomon,Torres,"Salomon Torres",2005,BS,264,Pirates,4,0,4,9,3,1,2,1,26,180,1,R,Reliever
Kip,Wells,"Kip Wells",2005,BS,266,Pirates,2,2,4,7,3,1,2,1,25,180,6,R,Starter
Trevor,Hoffman,"Trevor Hoffman",2005,BS,274,Padres,6,4,6,4,3,1,1,1,25,280,1,R,Closer
Akinori,Otsuka,"Akinori Otsuka",2005,BS,278,Padres,5,3,6,6,2,1,2,23,26,240,1,R,Reliever
Jake,Peavy,"Jake Peavy",2005,BS,280,Padres,4,1,6,6,3,1,3,21,26,470,6,R,Starter
David,Wells,"David Wells",2005,BS,281,Padres,5,1,3,9,4,0,2,1,24,480,6,L,Starter
Jim,Brower,"Jim Brower",2005,BS,283,Giants,3,1,4,8,3,1,2,1,27,140,1,R,Reliever
Scott,Eyre,"Scott Eyre",2005,BS,286,Giants,4,1,4,5,5,2,2,1,24,150,1,L,Reliever
Jason,Schmidt,"Jason Schmidt",2005,BS,290,Giants,5,2,6,6,3,1,2,21,26,580,7,R,Starter
Brett,Tomko,"Brett Tomko",2005,BS,292,Giants,3,3,3,7,3,1,2,1,25,250,6,R,Starter
Ryan,Franklin,"Ryan Franklin",2005,BS,295,Mariners,2,3,3,6,4,1,2,1,24,90,6,R,Starter
Eddie,Guardado,"Eddie Guardado",2005,BS,296,Mariners,5,1,6,4,5,1,2,1,22,180,1,L,Closer
Shigetoshi,Hasegawa,"Shigetoshi Hasegawa",2005,BS,297,Mariners,2,3,4,6,3,1,2,1,26,80,1,R,Reliever
Joel,Pineiro,"Joel Pineiro",2005,BS,300,Mariners,3,2,4,6,3,1,3,1,24,190,7,R,Starter
Chris,Carpenter,"Chris Carpenter",2005,BS,305,Cardinals,5,3,4,7,1,1,4,21,24,450,7,R,Starter
Jason,Isringhausen,"Jason Isringhausen",2005,BS,307,Cardinals,5,3,5,7,2,1,1,1,26,230,1,R,Closer
Ray,King,"Ray King",2005,BS,308,Cardinals,5,2,4,8,3,1,1,1,28,250,1,L,Reliever
Matt,Morris,"Matt Morris",2005,BS,310,Cardinals,3,2,3,8,3,1,1,2,23,170,6,R,Starter
Julian,Tavarez,"Julian Tavarez",2005,BS,315,Cardinals,4,2,3,8,3,1,2,1,28,180,1,R,Reliever
Woody,Williams,"Woody Williams",2005,BS,317,Cardinals,3,4,4,6,2,1,2,1,25,250,6,R,Starter
Danys,Baez,"Danys Baez",2005,BS,319,"Devil Rays",3,1,4,6,5,1,2,1,26,140,1,R,Closer
Dewon,Brazelton,"Dewon Brazelton",2005,BS,321,"Devil Rays",2,2,3,6,5,1,2,1,25,160,5,R,Starter
Travis,Harper,"Travis Harper",2005,BS,325,"Devil Rays",4,1,4,6,5,1,2,1,25,190,2,R,Reliever
Francisco,Cordero,"Francisco Cordero",2005,BS,331,Rangers,4,2,6,5,3,1,3,21,28,230,1,R,Closer
Chan,HoPark,"Chan HoPark",2005,BS,332,Rangers,1,2,4,7,3,0,2,2,22,10,6,R,Starter
Kenny,Rogers,"Kenny Rogers",2005,BS,335,Rangers,2,2,3,7,4,1,2,1,25,90,6,L,Starter
Brian,Shouse,"Brian Shouse",2005,BS,336,Rangers,4,1,4,9,2,1,2,1,26,170,1,L,Reliever
Miguel,Batista,"Miguel Batista",2005,BS,340,"Blue Jays",1,2,3,8,3,1,2,1,25,40,5,R,Starter
Roy,Halladay,"Roy Halladay",2005,BS,343,"Blue Jays",3,1,4,8,3,1,3,23,25,320,6,R,Starter
Justin,Speier,"Justin Speier",2005,BS,347,"Blue Jays",3,3,5,5,4,1,2,23,25,160,1,R,Reliever
Shawn,Estes,"Shawn Estes",2005,TD,7,Diamondbacks,1,1,3,8,3,2,2,1,24,10,6,L,Starter
J.J.,Putz,"J.J. Putz",2005,TD,8,Mariners,2,2,4,7,3,1,2,1,24,60,1,R,Reliever
Mike,DeJean,"Mike DeJean",2005,TD,9,Mets,1,1,4,6,3,2,3,1,28,10,1,R,Reliever
Matt,Mantei,"Matt Mantei",2005,TD,12,"Red Sox",1,4,6,3,2,1,2,1,1,10,1,R,Reliever
Neal,Cotts,"Neal Cotts",2005,TD,13,"White Sox",2,2,5,6,3,1,2,1,23,70,1,L,Reliever
Glendon,Rusch,"Glendon Rusch",2005,TD,15,Cubs,4,2,4,6,4,1,2,1,26,400,5,L,Starter
Ron,Villone,"Ron Villone",2005,TD,17,Mariners,2,2,4,6,3,2,2,1,25,10,1,L,Reliever
Kazuhisa,Ishii,"Kazuhisa Ishii",2005,TD,21,Mets,2,1,3,4,7,2,2,1,24,120,6,L,Starter
Dustin,Hermanson,"Dustin Hermanson",2005,TD,22,"White Sox",3,2,4,6,4,1,2,1,25,280,5,R,Starter
Al,Leiter,"Al Leiter",2005,TD,23,Marlins,2,2,4,6,4,2,1,1,26,100,6,L,Starter
Octavio,Dotel,"Octavio Dotel",2005,TD,24,Athletics,5,2,8,3,4,1,1,1,25,290,1,R,Closer
Kevin,Millwood,"Kevin Millwood",2005,TD,27,Indians,3,2,5,6,4,1,2,23,25,320,7,R,Starter
John,Riedling,"John Riedling",2005,TD,29,Marlins,1,3,3,8,2,1,2,1,25,40,1,R,Reliever
Rich,Harden,"Rich Harden",2005,TD,30,Athletics,5,1,3,8,4,1,3,21,26,480,7,R,Starter
Aaron,Sele,"Aaron Sele",2005,TD,31,Mariners,1,3,2,7,3,1,3,1,25,20,5,R,Starter
Jose,Lima,"Jose Lima",2005,TD,33,Royals,4,2,3,7,4,0,2,2,22,350,5,R,Starter
Wilson,Alvarez,"Wilson Alvarez",2005,TD,37,Dodgers,4,4,5,5,3,1,2,23,25,440,5,L,Starter
Matt,Perisho,"Matt Perisho",2005,TD,39,Marlins,2,4,5,5,2,2,1,1,24,110,1,L,Reliever
Roberto,Hernandez,"Roberto Hernandez",2005,TD,40,Mets,1,2,4,7,3,1,2,1,24,30,1,R,Reliever
Brett,Myers,"Brett Myers",2005,TD,43,Phillies,2,2,3,7,3,1,2,2,23,100,6,R,Starter
Carlos,Silva,"Carlos Silva",2005,TD,44,Twins,4,2,5,7,2,1,3,21,26,370,7,R,Starter
Randy,Johnson,"Randy Johnson",2005,TD,45,Yankees,6,2,7,4,3,1,3,21,26,600,7,L,Starter
Jeremy,Bonderman,"Jeremy Bonderman",2005,TD,46,Tigers,3,3,5,6,2,1,2,1,24,300,6,R,Starter
Chris,Carpenter,"Chris Carpenter",2005,TD,52,Cardinals,4,0,5,8,3,1,2,1,24,270,7,R,Starter
Cal,Eldred,"Cal Eldred",2005,TD,56,Cardinals,3,2,4,5,4,1,2,2,23,60,1,R,Reliever
Ismael,Valdez,"Ismael Valdez",2005,TD,60,Marlins,2,3,2,7,3,1,2,2,23,100,5,R,Starter
Nate,Bump,"Nate Bump",2005,TD,61,Marlins,1,1,3,9,2,1,3,1,26,30,1,R,Reliever
David,Wells,"David Wells",2005,TD,62,"Red Sox",5,1,3,8,4,0,3,1,24,420,6,L,Starter
Carlos,Zambrano,"Carlos Zambrano",2005,TD,64,Cubs,3,2,5,7,2,1,2,1,26,130,7,R,Starter
Russ,Springer,"Russ Springer",2005,TD,66,Astros,1,4,3,4,5,1,2,1,27,50,1,R,Reliever
Elmer,Dessens,"Elmer Dessens",2005,TD,67,Dodgers,2,2,4,8,2,1,2,1,24,110,5,R,Starter
Kris,Benson,"Kris Benson",2005,TD,68,Mets,3,2,4,7,3,1,2,1,26,280,6,R,Starter
Al,Reyes,"Al Reyes",2005,TD,69,Cardinals,4,4,5,5,2,3,1,22,26,330,1,R,Reliever
Antonio,Osuna,"Antonio Osuna",2005,TD,72,Nationals,4,2,5,5,4,1,2,1,26,190,1,R,Reliever
Jason,Christiansen,"Jason Christiansen",2005,TD,75,Giants,1,1,3,8,3,3,2,23,26,80,1,L,Reliever
Dennys,Reyes,"Dennys Reyes",2005,TD,77,Padres,1,1,5,7,3,1,2,1,25,60,5,L,Starter
Mark,Hendrickson,"Mark Hendrickson",2005,TD,80,"Devil Rays",2,2,3,8,4,1,2,23,25,150,6,L,Starter
Carl,Pavano,"Carl Pavano",2005,TD,83,Yankees,4,1,3,8,4,1,2,1,26,310,7,R,Starter
Eric,Milton,"Eric Milton",2005,TD,85,Reds,3,3,4,4,4,1,2,2,22,250,6,L,Starter
Bob,Wickman,"Bob Wickman",2005,TD,87,Indians,2,1,5,8,2,1,2,1,24,80,1,R,Closer
Hideo,Nomo,"Hideo Nomo",2005,TD,88,"Devil Rays",1,3,3,4,5,1,2,2,22,10,5,R,Starter
Tony,Armas,"Tony Armas",2005,TD,89,Nationals,1,2,4,5,5,3,1,21,24,80,5,R,Starter
Russ,Ortiz,"Russ Ortiz",2005,TD,91,Diamondbacks,1,1,4,6,5,1,2,1,25,20,6,R,Starter
Esteban,Yan,"Esteban Yan",2005,TD,94,Angels,2,2,4,7,2,2,2,1,26,80,1,R,Reliever
Tim,Hudson,"Tim Hudson",2005,TD,95,Braves,5,1,6,4,5,2,1,1,25,520,7,R,Starter
David,Weathers,"David Weathers",2005,TD,99,Reds,1,3,4,7,2,1,3,22,24,60,1,R,Reliever
Mark,Mulder,"Mark Mulder",2005,TD,101,Cardinals,4,1,4,9,3,1,1,1,25,400,7,L,Starter
Jeff,Nelson,"Jeff Nelson",2005,TD,106,Mariners,1,4,5,6,1,2,2,23,25,90,1,R,Reliever
Troy,Percival,"Troy Percival",2005,TD,107,Tigers,4,2,4,5,6,1,2,22,24,210,1,R,Closer
Brian,Lawrence,"Brian Lawrence",2005,TD,108,Padres,2,2,3,8,3,1,2,1,24,120,6,R,Starter
Odalis,Perez,"Odalis Perez",2005,TD,110,Dodgers,4,1,4,8,4,1,1,1,24,380,6,L,Starter
John,Franco,"John Franco",2005,TD,111,Astros,2,1,4,8,3,1,2,1,24,100,1,L,Reliever
Doug,Brocail,"Doug Brocail",2005,TD,112,Rangers,2,1,4,8,2,2,2,1,27,110,1,R,Reliever
Jason,Marquis,"Jason Marquis",2005,TD,115,Cardinals,2,2,4,8,2,1,2,1,24,130,6,R,Starter
Livan,Hernandez,"Livan Hernandez",2005,TD,119,Nationals,4,1,4,7,4,1,2,1,25,290,7,R,Starter
Zack,Greinke,"Zack Greinke",2005,TD,120,Royals,5,1,4,5,6,1,1,2,23,400,6,R,Starter
Chris,Hammond,"Chris Hammond",2005,TD,121,Padres,3,1,3,7,5,1,2,1,26,120,1,L,Reliever
Kent,Mercker,"Kent Mercker",2005,TD,122,Reds,4,3,5,5,2,2,2,1,26,180,1,L,Reliever
Ryan,Drese,"Ryan Drese",2005,TD,123,Rangers,2,0,3,9,4,1,2,1,26,110,6,R,Starter
Pedro,Martinez,"Pedro Martinez",2005,TD,124,Mets,5,3,6,5,2,1,3,21,24,460,7,R,Starter
Derek,Lowe,"Derek Lowe",2005,TD,129,Dodgers,1,1,3,9,3,1,2,1,26,30,6,R,Starter
David,Bush,"David Bush",2005,TD,132,"Blue Jays",4,3,4,6,3,1,2,1,24,270,6,R,Starter
Matt,Clement,"Matt Clement",2005,TD,134,"Red Sox",3,1,6,7,3,1,2,22,24,370,6,R,Starter
Paul,Byrd,"Paul Byrd",2005,TD,135,Angels,4,1,3,5,6,1,2,2,23,290,6,R,Starter
Frank,Francisco,"Frank Francisco",2005,TD,140,Rangers,3,5,6,3,2,2,2,23,26,170,1,R,Reliever
Woody,Williams,"Woody Williams",2005,TD,141,Padres,3,3,4,6,4,0,2,1,25,350,6,R,Starter
Jeff,Suppan,"Jeff Suppan",2005,TD,144,Cardinals,2,3,3,8,2,1,2,1,24,120,6,R,Starter
Steve,Reed,"Steve Reed",2005,TD,145,Orioles,2,1,3,7,5,1,2,1,25,90,1,R,Reliever
Jon,Lieber,"Jon Lieber",2005,TD,146,Phillies,3,1,3,8,4,0,3,1,25,270,7,R,Starter
Bronson,Arroyo,"Bronson Arroyo",2005,TD,150,"Red Sox",3,2,4,7,3,1,2,1,25,310,6,R,Starter
Antonio,Alfonseca,"Antonio Alfonseca",2005,TD,155,Marlins,3,1,3,10,2,1,2,1,26,180,1,R,Reliever
Armando,Benitez,"Armando Benitez",2005,TD,157,Giants,6,1,5,4,7,2,1,23,25,320,1,R,Closer
Esteban,Loaiza,"Esteban Loaiza",2005,TD,158,Nationals,2,4,4,6,2,1,2,1,24,160,6,R,Starter
Steve,Kline,"Steve Kline",2005,TD,159,Orioles,4,2,4,8,2,2,2,23,26,240,1,L,Reliever
Hoyt,Wilhelm,"Hoyt Wilhelm",2005,TD,166,Orioles,6,2,5,6,3,1,3,21,28,340,2,R,Reliever
Nolan,Ryan,"Nolan Ryan",2005,TD,175,Angels,5,1,9,2,5,3,21,22,23,750,8,R,Starter
